Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
HT564306,10/28/2011 19:48,012XX N CLARK ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1821,42,11,1175314,1908524,2011,41.90437011,-87.63146007,"(41.904370109, -87.631460067)",22,14926,37,17,11,54,14,198
HT564524,10/28/2011 22:30,0000X E 35TH ST,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,CTA PLATFORM,FALSE,TRUE,2113,3,04B,1177046,1881845,2011,41.83112222,-87.62590563,"(41.831122218, -87.62590563)",12,21194,1,25,9,40,24,169
HT565810,10/29/2011 19:25,008XX N STATE ST,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,CTA PLATFORM,TRUE,FALSE,1832,42,22,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT563940,10/28/2011 16:00,0000X E WASHINGTON ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,122,42,6,1176748,1900829,2011,41.88322233,-87.62642554,"(41.883222328, -87.626425537)",22,14310,38,580,36,41,22,88
HT565598,10/29/2011 16:35,020XX S ARCHER AVE,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,2111,3,6,1175631,1890461,2011,41.85479704,-87.63083875,"(41.854797044, -87.630838747)",8,21194,35,3,26,40,23,157
HT566600,10/30/2011 11:40,046XX N BROADWAY,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167942,1930944,2011,41.966054,-87.6578904,"(41.966053999, -87.657890403)",37,22616,31,241,39,15,5,4
HT567131,10/30/2011 18:35,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT567179,10/30/2011 19:10,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167916,1930703,2011,41.96539325,-87.65799298,"(41.965393249, -87.657992984)",37,22616,31,241,39,15,5,6
HT567912,10/31/2011 11:30,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1123,28,11,1152291,1901263,2011,41.88493098,-87.71622179,"(41.884930978, -87.716221792)",11,21572,28,176,23,30,16,86
HT567985,10/31/2011 12:05,0000X W 69TH ST,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA PLATFORM,FALSE,FALSE,722,6,3,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT568159,10/31/2011 14:00,032XX W LAKE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,FALSE,TRUE,1123,28,08B,1154840,1901084,2011,41.8843891,-87.70686621,"(41.884389103, -87.706866213)",11,21572,28,176,23,30,16,86
HT568270,10/31/2011 14:55,009XX W FULLERTON AVE,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,1812,43,08B,1169570,1916141,2011,41.9253986,-87.65233702,"(41.925398601, -87.652337017)",51,21190,68,769,34,16,5,173
HT569069,11/1/2011 0:15,0000X W 69TH ST,560,ASSAULT,SIMPLE,CTA PLATFORM,TRUE,FALSE,731,6,08A,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT569186,10/31/2011 21:00,031XX N ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA PLATFORM,FALSE,FALSE,1931,32,14,1165104,1920816,2011,41.93832322,-87.66861399,"(41.938323218, -87.668613987)",16,4449,57,711,40,22,5,172
HT569303,11/1/2011 8:30,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT569348,11/1/2011 9:00,0000X W CTA 95TH ST LN,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,634,21,11,1177779,1842365,2011,41.72276838,-87.62441036,"(41.722768379, -87.624410361)",18,21554,45,187,13,59,20,242
HT569802,11/1/2011 13:15,002XX W GARFIELD BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,934,3,18,1175647,1868500,2011,41.79453381,-87.63143854,"(41.794533814, -87.631438536)",12,21559,66,166,9,37,23,117
HT570313,11/1/2011 17:30,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT570386,11/1/2011 19:05,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT570269,11/1/2011 17:45,008XX E 63RD ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,313,20,6,1182734,1863414,2011,41.78041566,-87.60560879,"(41.780415657, -87.605608794)",53,22260,9,470,4,60,18,277
HT570427,11/1/2011 19:15,015XX N SEDGWICK ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,TRUE,FALSE,1821,43,11,1173364,1910604,2011,41.91012129,-87.63856099,"(41.910121292, -87.638560993)",41,14926,37,309,46,54,14,198
HT570259,11/1/2011 17:40,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT570529,11/1/2011 17:00,004XX S STATE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA PLATFORM,FALSE,FALSE,132,2,17,1176436,1898416,2011,41.87660796,-87.62764406,"(41.876607964, -87.627644063)",48,14913,38,92,10,35,22,126
HT571147,11/2/2011 9:45,011XX W WILSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,2311,46,18,1167916,1930703,2011,41.96539325,-87.65799298,"(41.965393249, -87.657992984)",37,22616,31,241,39,15,5,6
HT571275,11/2/2011 11:05,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167916,1930703,2011,41.96539325,-87.65799298,"(41.965393249, -87.657992984)",37,22616,31,241,39,15,5,6
HT569379,11/1/2011 7:15,095XX S STATE ST,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,CTA PLATFORM,FALSE,FALSE,511,21,26,1177973,1841788,2011,41.72118063,-87.62371719,"(41.721180629, -87.623717187)",31,21546,45,567,43,19,10,250
HT572005,11/2/2011 17:45,016XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1333,27,11,1165537,1901501,2011,41.88531238,-87.66757363,"(41.885312381, -87.667573631)",41,21184,29,579,46,28,15,78
HT565983,10/29/2011 22:45,011XX S STATE ST,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,132,2,6,1176517,1895340,2011,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,14913,38,12,10,35,22,144
HT572198,11/2/2011 20:45,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT572806,11/3/2011 11:07,0000X W 95TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,634,21,18,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT572926,11/3/2011 12:21,001XX W CERMAK RD,810,THEFT,OVER $500,CTA PLATFORM,TRUE,FALSE,2111,25,6,1175616,1889758,2011,41.8528683,-87.63091491,"(41.852868298, -87.63091491)",8,21194,35,3,26,40,23,157
HT573183,11/3/2011 15:55,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT573453,11/3/2011 17:50,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT573421,11/3/2011 17:00,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT573563,10/27/2011 19:10,0000X E ROOSEVELT RD,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,CTA PLATFORM,FALSE,FALSE,132,2,04B,1176818,1895074,2011,41.86742869,-87.62634257,"(41.867428687, -87.626342565)",48,14913,38,374,10,35,22,144
HT573892,11/3/2011 19:00,049XX N MILWAUKEE AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1623,45,08B,1139431,1932207,2011,41.97008868,-87.76269009,"(41.97008868, -87.762690091)",20,21869,11,129,50,48,12,58
HT574371,11/4/2011 11:55,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT574414,11/4/2011 11:30,0000X W 79TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,623,6,11,1177483,1852629,2011,41.75094076,-87.62518522,"(41.750940757, -87.625185222)",31,21554,67,495,32,59,20,228
HT573305,11/3/2011 16:30,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT574811,11/4/2011 15:15,0000X W HARRISON ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,132,2,3,1176378,1897667,2011,41.87455397,-87.62787962,"(41.874553972, -87.627879622)",48,14913,38,12,10,35,22,144
HT575103,11/4/2011 19:15,008XX N STATE ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,CTA PLATFORM,TRUE,FALSE,1832,42,18,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT575141,11/4/2011 19:02,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT575125,11/4/2011 19:23,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT575134,11/4/2011 19:02,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT575279,11/4/2011 21:15,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT519836,9/29/2011 13:15,001XX S DEARBORN ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,112,42,6,1175956,1899771,2011,41.88033698,-87.62936564,"(41.88033698, -87.629365643)",22,14311,38,92,36,34,22,93
HT576321,11/5/2011 16:30,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT576330,11/5/2011 16:40,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT576374,11/5/2011 17:05,0000X W 69TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,731,6,11,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT576716,11/5/2011 22:00,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT577280,11/6/2011 10:40,002XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,123,42,18,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT577354,11/6/2011 11:45,003XX E 47TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,222,3,11,1179029,1873926,2011,41.8093468,-87.61887154,"(41.809346801, -87.618871535)",12,4301,4,448,9,10,24,107
HT577643,11/6/2011 15:52,0000X W 69TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,731,6,18,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT577568,11/6/2011 14:50,0000X W CTA 69TH ST LN,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,731,6,3,1177340,1859132,2011,41.76878896,-87.62551316,"(41.768788957, -87.625513163)",31,21559,67,513,32,11,18,211
HT577762,11/6/2011 17:00,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897651,2011,41.8745084,-87.62760841,"(41.874508398, -87.627608412)",48,14913,38,92,10,35,22,144
HT577736,11/6/2011 16:15,005XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,111,42,11,1172491,1901698,2011,41.88570208,-87.64203164,"(41.885702079, -87.642031644)",22,4452,29,784,36,45,22,91
HT577714,11/6/2011 16:30,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT577994,11/2/2011 18:00,026XX N MILWAUKEE AVE,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,1412,35,6,1154483,1917444,2011,41.92928955,-87.70773903,"(41.929289546, -87.707739025)",15,22535,23,72,12,1,7,168
HT578702,11/7/2011 12:00,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT579225,11/7/2011 17:30,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT579161,11/7/2011 16:30,003XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,113,2,6,1176426,1898874,2011,41.87786497,-87.62766695,"(41.877864969, -87.627666954)",48,14912,38,367,10,29,22,126
HT579495,11/7/2011 20:30,005XX W LAKE ST,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,CTA PLATFORM,TRUE,FALSE,1212,42,04B,1172574,1901698,2011,41.88570024,-87.64172685,"(41.885700244, -87.641726854)",22,4452,29,784,36,45,22,91
HT580200,11/8/2011 12:10,001XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,113,42,11,1175334,1901735,2011,41.88574029,-87.63159057,"(41.885740288, -87.631590568)",22,14309,38,92,36,42,22,79
HT580717,11/8/2011 17:50,0000X W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,634,21,18,1177549,1847286,2011,41.73627743,-87.62510451,"(41.736277427, -87.62510451)",18,21554,40,1,13,59,20,242
HT580735,11/8/2011 17:20,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT580712,11/8/2011 17:15,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT580875,11/8/2011 19:35,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897651,2011,41.8745084,-87.62760841,"(41.874508398, -87.627608412)",48,14913,38,92,10,35,22,144
HT580933,11/8/2011 20:25,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT565035,10/28/2011 10:10,0000X W 95TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,TRUE,TRUE,634,21,08B,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT581409,11/9/2011 9:30,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT582095,10/28/2011 13:00,002XX W GARFIELD BLVD,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,934,3,6,1175647,1868500,2011,41.79453381,-87.63143854,"(41.794533814, -87.631438536)",12,21559,66,166,9,37,23,117
HT582175,11/9/2011 17:00,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT582337,11/9/2011 19:05,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT582192,11/9/2011 16:30,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT582439,11/9/2011 14:30,003XX S DEARBORN ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,112,2,6,1175984,1898865,2011,41.87785023,-87.62929012,"(41.877850233, -87.629290122)",48,14912,38,92,10,29,22,126
HT582642,11/9/2011 23:25,003XX S DEARBORN ST,330,ROBBERY,AGGRAVATED,CTA PLATFORM,TRUE,FALSE,112,2,3,1175986,1898794,2011,41.87765536,-87.62928492,"(41.87765536, -87.629284917)",48,14912,38,92,10,29,22,126
HT583169,11/10/2011 12:10,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1122,28,11,1151988,1901284,2011,41.88499458,-87.71733391,"(41.884994578, -87.71733391)",11,21572,28,176,23,30,16,82
HT583063,11/10/2011 10:55,002XX W GARFIELD BLVD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,934,3,11,1175647,1868500,2011,41.79453381,-87.63143854,"(41.794533814, -87.631438536)",12,21559,66,166,9,37,23,117
HT574903,11/4/2011 16:10,001XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1176405,1899619,2011,41.87990977,-87.62772157,"(41.879909765, -87.62772157)",22,14311,38,92,36,34,22,93
HT570965,11/2/2011 6:50,003XX S STATE ST,560,ASSAULT,SIMPLE,CTA PLATFORM,FALSE,FALSE,123,2,08A,1176426,1898874,2011,41.87786497,-87.62766695,"(41.877864969, -87.627666954)",48,14912,38,367,10,29,22,126
HT574767,11/4/2011 15:30,0000X W 95TH ST,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,634,21,08B,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT583792,11/10/2011 19:30,001XX N CENTRAL PARK DR,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,1123,28,6,1152139,1901116,2011,41.88453059,-87.71678384,"(41.884530593, -87.716783842)",11,21572,28,176,23,30,16,82
HT583880,11/10/2011 20:45,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT583547,11/10/2011 15:00,002XX S STATE ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,CTA PLATFORM,FALSE,FALSE,123,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT583878,11/10/2011 20:30,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT583851,11/10/2011 20:20,0000X W 69TH ST,2027,NARCOTICS,POSS: CRACK,CTA PLATFORM,TRUE,FALSE,731,6,18,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT584005,11/10/2011 22:10,003XX S DEARBORN ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,112,2,3,1175985,1898837,2011,41.87777338,-87.62928729,"(41.877773377, -87.629287293)",48,14912,38,92,10,29,22,126
HT584134,11/11/2011 2:47,011XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,TRUE,FALSE,132,2,26,1176517,1895340,2011,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,14913,38,12,10,35,22,144
HT578449,11/7/2011 9:40,0000X E HARRISON ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,132,2,3,1176509,1897604,2011,41.87437814,-87.62740056,"(41.874378141, -87.627400555)",48,14913,38,367,10,35,22,144
HT584470,11/11/2011 11:15,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1123,28,11,1152291,1901263,2011,41.88493098,-87.71622179,"(41.884930978, -87.716221792)",11,21572,28,176,23,30,16,86
HT584328,11/11/2011 8:45,001XX W DIVISION ST,810,THEFT,OVER $500,CTA PLATFORM,TRUE,FALSE,1821,2,6,1175219,1908350,2011,41.90389478,-87.63181425,"(41.903894777, -87.631814251)",22,14926,37,17,11,54,14,198
HT584598,11/11/2011 12:05,046XX N BROADWAY,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167942,1930944,2011,41.966054,-87.6578904,"(41.966053999, -87.657890403)",37,22616,31,241,39,15,5,4
HT584936,11/11/2011 16:25,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT585118,11/11/2011 18:10,001XX W CERMAK RD,334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,CTA PLATFORM,FALSE,FALSE,2111,25,3,1175616,1889758,2011,41.8528683,-87.63091491,"(41.852868298, -87.63091491)",8,21194,35,3,26,40,23,157
HT584865,11/11/2011 14:00,016XX N CLYBOURN AVE,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,1813,32,6,1170299,1910944,2011,41.91112185,-87.64981054,"(41.911121846, -87.649810542)",16,22620,68,168,11,16,14,189
HT585307,11/11/2011 21:10,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT585356,11/11/2011 21:35,018XX W OGDEN AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1211,2,3,1164223,1898113,2011,41.8760433,-87.67249466,"(41.876043302, -87.672494663)",48,21184,29,90,46,28,15,136
HT585472,11/12/2011 0:05,058XX N CUMBERLAND AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,CTA PLATFORM,TRUE,FALSE,1614,41,15,1119306,1937378,2011,41.98462249,-87.8365821,"(41.984622486, -87.836582104)",34,22243,75,551,29,17,12,44
