Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
HT548429,10/18/2011 16:15,0000X W 69TH ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA PLATFORM,TRUE,FALSE,731,6,24,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT548777,10/18/2011 19:50,011XX S STATE ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,TRUE,FALSE,132,2,6,1176517,1895340,2011,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,14913,38,12,10,35,22,144
HT548792,10/18/2011 20:00,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT548916,10/18/2011 21:23,009XX W BELMONT AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1924,44,11,1169269,1921430,2011,41.93991842,-87.65328888,"(41.93991842, -87.653288878)",38,4449,57,681,25,22,5,31
HT546774,10/17/2011 15:18,092XX S COMMERCIAL AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,423,10,08B,1197746,1844398,2011,41.72787262,-87.55120713,"(41.727872617, -87.551207132)",47,21202,42,510,47,25,19,239
HT540775,10/13/2011 11:55,0000X W 69TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,731,6,11,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT549303,10/19/2011 8:50,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT549440,10/19/2011 10:00,0000X W 95TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,634,21,11,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT549475,10/19/2011 10:33,056XX W CORCORAN PL,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1512,29,11,1138861,1902003,2011,41.88721606,-87.76552153,"(41.887216061, -87.765521526)",52,22216,26,618,7,32,25,85
HT550015,10/19/2011 15:45,005XX S PULASKI RD,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1132,24,08B,1149812,1897228,2011,41.87390705,-87.72543009,"(41.873907046, -87.725430093)",36,21572,27,675,14,30,16,142
HT550284,10/19/2011 19:10,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT539502,10/12/2011 15:00,002XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,113,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT550457,10/19/2011 21:20,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT550893,10/20/2011 9:20,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT550939,10/20/2011 10:00,0000X W CTA 95TH ST LN,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,634,21,18,1177779,1842365,2011,41.72276838,-87.62441036,"(41.722768379, -87.624410361)",18,21554,45,187,13,59,20,242
HT551250,10/20/2011 13:00,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT551211,10/20/2011 12:20,002XX N STATE ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,CTA PLATFORM,TRUE,TRUE,122,42,04B,1176327,1901797,2011,41.88588808,-87.62794224,"(41.885888079, -87.627942238)",22,14309,38,580,36,42,22,88
HT551525,10/20/2011 16:07,0000X W 69TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,731,6,18,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT551672,10/20/2011 15:30,002XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,113,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT551778,10/20/2011 16:45,0000X W 87TH ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,CTA PLATFORM,TRUE,FALSE,622,21,26,1177608,1847288,2011,41.73628158,-87.6248883,"(41.736281583, -87.624888296)",18,21554,40,1,13,59,20,242
HT551746,10/20/2011 17:00,048XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1532,28,11,1144147,1901839,2011,41.8866684,-87.74611368,"(41.886668404, -87.746113681)",11,22216,26,696,23,32,25,81
HT551804,10/20/2011 18:15,048XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1532,28,11,1144147,1901839,2011,41.8866684,-87.74611368,"(41.886668404, -87.746113681)",11,22216,26,696,23,32,25,81
HT542282,10/14/2011 11:35,0000X E CHICAGO AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1833,42,11,1176317,1905731,2011,41.89668341,-87.62786018,"(41.896683405, -87.627860183)",22,21182,37,104,36,6,14,71
HT551904,10/20/2011 19:45,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT552005,10/20/2011 21:10,015XX N CLYBOURN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1822,43,11,1170470,1910783,2011,41.91067631,-87.64918707,"(41.910676312, -87.649187069)",51,22620,37,108,11,49,14,199
HT552116,10/20/2011 23:00,005XX S PULASKI RD,560,ASSAULT,SIMPLE,CTA PLATFORM,TRUE,FALSE,1132,24,08A,1149812,1897228,2011,41.87390705,-87.72543009,"(41.873907046, -87.725430093)",36,21572,27,675,14,30,16,142
HT548166,10/18/2011 12:40,001XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,123,42,18,1176405,1899613,2011,41.8798933,-87.62772175,"(41.879893301, -87.627721751)",22,14311,38,92,36,34,22,93
HT552463,10/21/2011 9:45,0000X W 95TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,634,21,18,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT552373,10/21/2011 8:32,0000X W LAKE ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,TRUE,FALSE,122,42,3,1176222,1901746,2011,41.8857505,-87.62832936,"(41.8857505, -87.628329355)",22,14309,38,92,36,42,22,88
HT552959,10/21/2011 15:15,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT552981,10/21/2011 14:50,048XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1532,28,11,1144147,1901839,2011,41.8866684,-87.74611368,"(41.886668404, -87.746113681)",11,22216,26,696,23,32,25,81
HT553008,10/21/2011 15:41,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT553013,10/21/2011 15:30,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT553341,10/21/2011 19:00,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT553195,10/21/2011 16:30,0000X E JACKSON BLVD,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,2,6,1176528,1899005,2011,41.87822214,-87.62728848,"(41.878222138, -87.627288482)",22,14912,38,367,36,29,22,126
HT553369,10/21/2011 19:10,012XX N CLARK ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1821,42,11,1175314,1908524,2011,41.90437011,-87.63146007,"(41.904370109, -87.631460067)",22,14926,37,17,11,54,14,198
HT553434,10/21/2011 20:05,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167916,1930703,2011,41.96539325,-87.65799298,"(41.965393249, -87.657992984)",37,22616,31,241,39,15,5,6
HT553525,10/21/2011 21:25,011XX W GRANVILLE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2433,48,11,1167537,1941332,2011,41.99456771,-87.65907885,"(41.994567707, -87.659078851)",40,4451,76,45,16,14,11,50
HT553800,10/22/2011 1:25,011XX S STATE ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,132,2,6,1176515,1895408,2011,41.86835205,-87.62744483,"(41.868352047, -87.62744483)",48,14913,38,12,10,35,22,144
HT551126,10/20/2011 11:47,004XX S MORGAN ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,TRUE,FALSE,1213,2,3,1169845,1898067,2011,41.87579644,-87.6518541,"(41.875796439, -87.651854101)",48,14917,29,87,26,44,15,95
HT554554,10/22/2011 14:30,003XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,2,6,1176426,1898874,2011,41.87786497,-87.62766695,"(41.877864969, -87.627666954)",48,14912,38,367,10,29,22,126
HT554495,10/22/2011 14:34,011XX W ARGYLE ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,TRUE,FALSE,2033,48,3,1167768,1933570,2011,41.97326359,-87.65845411,"(41.973263589, -87.658454108)",40,22616,31,634,16,15,2,36
HT554664,10/22/2011 17:15,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT554639,10/22/2011 16:45,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897651,2011,41.8745084,-87.62760841,"(41.874508398, -87.627608412)",48,14913,38,92,10,35,22,144
HT554658,10/22/2011 16:30,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT554811,10/22/2011 19:10,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,122,42,11,1176330,1901649,2011,41.88548189,-87.62793569,"(41.885481891, -87.627935689)",22,14309,38,92,36,42,22,88
HT554893,10/22/2011 19:50,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT554958,10/22/2011 21:15,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT554730,10/22/2011 17:25,006XX S STATE ST,031A,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,TRUE,FALSE,132,2,3,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT555015,10/22/2011 21:55,008XX N STATE ST,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1832,42,08B,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT548838,10/18/2011 15:30,025XX S ARCHER AVE,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,923,11,6,1171170,1887518,2011,41.84682019,-87.64729871,"(41.846820192, -87.647298713)",26,14920,58,59,48,43,23,162
HT555837,10/23/2011 12:43,006XX S STATE ST,031A,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,TRUE,FALSE,132,2,3,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT556299,10/23/2011 20:05,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167916,1930703,2011,41.96539325,-87.65799298,"(41.965393249, -87.657992984)",37,22616,31,241,39,15,5,6
HT556466,10/23/2011 21:00,002XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT556567,10/24/2011 0:10,005XX S PULASKI RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1132,24,11,1149812,1897228,2011,41.87390705,-87.72543009,"(41.873907046, -87.725430093)",36,21572,27,675,14,30,16,142
HT557078,10/24/2011 11:30,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1123,28,11,1152291,1901263,2011,41.88493098,-87.71622179,"(41.884930978, -87.716221792)",11,21572,28,176,23,30,16,86
HT557109,10/24/2011 11:30,049XX N MILWAUKEE AVE,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,1623,45,6,1139431,1932207,2011,41.97008868,-87.76269009,"(41.97008868, -87.762690091)",20,21869,11,129,50,48,12,58
HT556196,10/23/2011 16:15,002XX S DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,FALSE,FALSE,123,42,11,1175967,1899285,2011,41.87900312,-87.62933989,"(41.87900312, -87.629339891)",22,14912,38,92,36,29,22,126
HT557753,10/24/2011 17:43,002XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,TRUE,FALSE,123,42,26,1176413,1899322,2011,41.8790946,-87.62770116,"(41.8790946, -87.627701162)",22,14912,38,92,36,29,22,126
HT557953,10/24/2011 18:15,079XX S LAFAYETTE AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,TRUE,FALSE,623,17,3,1177312,1852570,2011,41.75078272,-87.62581362,"(41.750782715, -87.625813624)",31,21554,40,1,31,59,20,228
HT558033,10/24/2011 21:36,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167916,1930703,2011,41.96539325,-87.65799298,"(41.965393249, -87.657992984)",37,22616,31,241,39,15,5,6
HT557568,10/24/2011 14:30,002XX W GARFIELD BLVD,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,934,3,3,1175647,1868500,2011,41.79453381,-87.63143854,"(41.794533814, -87.631438536)",12,21559,66,166,9,37,23,117
HT558253,10/25/2011 2:10,034XX N SOUTHPORT AVE,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,1924,44,26,1166363,1922825,2011,41.94380913,-87.66392925,"(41.943809131, -87.663929245)",38,4449,57,239,25,22,5,19
HT552996,10/21/2011 14:55,019XX S KEDZIE AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1022,24,3,1155336,1890250,2011,41.85464951,-87.70533588,"(41.854649511, -87.705335883)",36,21569,30,202,14,57,21,152
HT558825,10/25/2011 12:05,012XX N CLARK ST,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,CTA PLATFORM,TRUE,FALSE,1821,42,15,1175314,1908524,2011,41.90437011,-87.63146007,"(41.904370109, -87.631460067)",22,14926,37,17,11,54,14,198
HT559322,10/25/2011 17:20,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167916,1930703,2011,41.96539325,-87.65799298,"(41.965393249, -87.657992984)",37,22616,31,241,39,15,5,6
HT559265,10/25/2011 16:30,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT559252,10/25/2011 16:30,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT559385,10/25/2011 17:45,020XX S ARCHER AVE,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,2111,3,6,1175631,1890461,2011,41.85479704,-87.63083875,"(41.854797044, -87.630838747)",8,21194,35,3,26,40,23,157
HT559569,10/25/2011 19:35,015XX N CLYBOURN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1822,43,11,1170470,1910783,2011,41.91067631,-87.64918707,"(41.910676312, -87.649187069)",51,22620,37,108,11,49,14,199
HT559906,10/26/2011 0:08,001XX S STATE ST,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA PLATFORM,TRUE,FALSE,123,42,3,1176400,1899863,2011,41.88057943,-87.62773256,"(41.880579428, -87.627732563)",22,14311,38,92,36,34,22,93
HT560236,10/26/2011 9:45,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT560214,10/26/2011 9:21,063XX S ASHLAND AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,TRUE,FALSE,725,16,14,1166756,1862726,2011,41.77888383,-87.66420637,"(41.778883826, -87.664206366)",19,22257,65,280,2,23,17,204
HT560369,10/26/2011 11:25,004XX S HALSTED ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,TRUE,FALSE,1213,2,6,1171119,1898086,2011,41.87582072,-87.64717591,"(41.875820724, -87.647175913)",48,14917,29,97,26,44,15,95
HT560262,10/26/2011 9:30,002XX N LA SALLE ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,113,42,6,1175098,1901792,2011,41.88590199,-87.63245549,"(41.885901992, -87.632455489)",22,14309,38,92,36,42,22,79
HT560882,10/26/2011 16:20,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT560980,10/26/2011 16:30,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT560908,10/26/2011 16:15,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT561241,10/26/2011 20:15,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT561239,10/26/2011 20:15,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT561332,10/26/2011 21:50,049XX N MILWAUKEE AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1623,45,08B,1139431,1932207,2011,41.97008868,-87.76269009,"(41.97008868, -87.762690091)",20,21869,11,129,50,48,12,58
HT561797,10/27/2011 9:39,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT560686,10/26/2011 14:45,001XX W 35TH ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,924,11,3,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT562086,10/27/2011 12:30,063XX S HALSTED ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,FALSE,FALSE,723,20,26,1172056,1862870,2011,41.77916417,-87.64477193,"(41.779164166, -87.644771931)",53,21559,66,435,4,11,17,202
HT562602,10/27/2011 17:15,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT562581,10/27/2011 17:15,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT562595,10/27/2011 16:55,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT562765,10/27/2011 20:02,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167916,1930703,2011,41.96539325,-87.65799298,"(41.965393249, -87.657992984)",37,22616,31,241,39,15,5,6
HT562703,10/27/2011 19:45,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT562840,10/27/2011 20:45,0000X W 87TH ST,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,634,21,26,1177549,1847286,2011,41.73627743,-87.62510451,"(41.736277427, -87.62510451)",18,21554,40,1,13,59,20,242
HT561272,10/23/2011 20:30,055XX S STATE ST,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,233,3,08B,1177219,1868295,2011,41.79393591,-87.62568028,"(41.793935909, -87.625680278)",53,21559,7,403,4,60,24,111
HT562924,10/27/2011 20:00,0000X W 87TH ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,634,21,3,1177549,1847286,2011,41.73627743,-87.62510451,"(41.736277427, -87.62510451)",18,21554,40,1,13,59,20,242
HT563492,10/28/2011 11:30,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,2311,46,11,1167963,1930704,2011,41.96539498,-87.65782015,"(41.965394976, -87.657820148)",37,22616,31,241,39,15,5,6
HT556891,10/24/2011 9:20,0000X W CTA OHARE PLATFORM ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,TRUE,FALSE,1654,41,26,1100955,1934905,2011,41.97810845,-87.90412276,"(41.978108446, -87.904122758)",34,16197,75,668,29,38,12,40
HT564128,10/28/2011 17:30,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT564145,10/28/2011 17:45,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT564235,10/28/2011 18:50,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT564253,10/28/2011 19:15,011XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,132,2,18,1176517,1895340,2011,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,14913,38,12,10,35,22,144
